title,property_type,location,price,bedrooms,bathrooms,toilets,added_date,updated_date
6units Of 2 Bedroom Flats,6units Of 2 Bedroom Flats/House FOR Sale,National Assembly Quarters Zone A Apo Abuja,900000000,,,,24 Jul 2025,11 Nov 2025
Newly Built 3 Bedroom Bungalow,Newly Built 3 Bedroom Bungalow/House FOR SALE,Centenary City Enugu Enugu,120000000,3.0,3.0,,25 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Terraced Duplex With Bq,Newly Built 4 Bedroom Terraced Duplex With Bq/House FOR Sale,Gudu Apo Abuja,245000000,4.0,4.0,,15 Oct 2025,11 Nov 2025
6units Of 2 Bedroom Flats,6units Of 2 Bedroom Flats/House FOR Sale,National Assembly Quarters Zone A Apo Abuja,900000000,,,,24 Jul 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Opposite Suncity Galadinmawa Abuja,330000000,5.0,5.0,,05 Sep 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With Bq,4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Close To Farmers Market Maitama Abuja,900000000,4.0,4.0,,02 Jul 2025,11 Nov 2025
5 Units Of 6 Bedroom Detached Duplex With Bq,5 Units Of 6 Bedroom Detached Duplex With Bq/House FOR Sale,"Close To Vio Office, Mabushi Abuja",3200000000,6.0,6.0,,19 Aug 2025,11 Nov 2025
6 Bedroom Detached Duplex,6 Bedroom Detached Duplex/House FOR Sale,Close To Farmers Market Maitama Abuja,2500000000,6.0,6.0,,11 Sep 2025,11 Nov 2025
4 Bedroom Flat,4 Bedroom Flat/House FOR Sale,Around Game Village Kubwa Abuja,130000000,4.0,4.0,,25 Jun 2025,11 Nov 2025
3000sqm Land,3000sqm Land/Land FOR Sale,Guzape Abuja,850000000,,,,26 Aug 2025,11 Nov 2025
House,House/House FOR Sale,Garki 2 Abuja,9500000000,,,,08 Oct 2025,11 Nov 2025
4 Bedroom Duplex With Bq,4 Bedroom Duplex With Bq/House FOR SALE,Off 7up Olubadan Avenue Oluyole Estate Ibadan Oyo,159000000,4.0,4.0,,23 May 2025,11 Nov 2025
6 Units Of 3 Bedrooms Flat,6 Units Of 3 Bedrooms Flat/House FOR Sale,Close To Zarthet Wuye Abuja,650000000,,,,28 Aug 2025,12 Nov 2025
6 Units Of 2 Bedroom Block Of Flats,6 Units Of 2 Bedroom Block Of Flats/House FOR Sale,Close To Zarthet Wuye Abuja,650000000,,,,30 Jun 2025,11 Nov 2025
4.40hactares Of Housing Estate Land,4.40hactares Of Housing Estate Land/Land FOR Sale,Apo Wasa Apo Abuja,550000000,,,,15 Oct 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Main Katampe Main Abuja,200000000,4.0,5.0,,28 Sep 2025,11 Nov 2025
4 Bedroom Duplex Caracas Bq,4 Bedroom Duplex Caracas Bq/House FOR Sale,Lokogoma Abuja,130000000,4.0,4.0,,15 Aug 2025,11 Nov 2025
Newly Built 4 Bedroom Terraced Duplex With Bq,Newly Built 4 Bedroom Terraced Duplex With Bq/House FOR Sale,"Gilmore, Jahi Abuja",250000000,4.0,4.0,,15 Oct 2025,11 Nov 2025
12units Of 5bedroom Terraces +18units Of 3bedroom,12units Of 5bedroom Terraces +18units Of 3bedroom/House FOR Sale,Main Life Camp Abuja,11500000000,,,,15 Jul 2025,11 Nov 2025
6 Units Of 2 Bedroom Block Flats,6 Units Of 2 Bedroom Block Flats/House FOR Sale,Suncity Galadinmawa Abuja,270000000,,,,26 Jun 2025,11 Nov 2025
Luxurious 4bedroom Terraces With Bq En Suite,Luxurious 4bedroom Terraces With Bq En Suite/House FOR Sale,Close To Nnpc Guzape Abuja,350000000,4.0,4.0,,22 Aug 2025,11 Nov 2025
Distress Cofo Land Size 9000sqm,Distress Cofo Land Size 9000sqm/Land FOR Sale,Guzape Bala Guzape Abuja,1000000000,,,,07 Aug 2025,11 Nov 2025
Distress 6units Of 5bedrooms Semi Detached +sw Pool,Distress 6units Of 5bedrooms Semi Detached +sw Pool/House FOR Sale,Close To Nnpc Guzape Abuja,2800000000,,,,06 Jul 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR SALE,Thomas Estate Ajah Lagos,90000000,4.0,5.0,,29 Oct 2025,11 Nov 2025
5 Bedroom Detached Duplex +penthouse,5 Bedroom Detached Duplex +penthouse/House FOR Sale,Main Gwarinpa Abuja,450000000,5.0,5.0,,16 Aug 2025,11 Nov 2025
Distress 10 Bedroom Mansion With Bq+1500sqm,Distress 10 Bedroom Mansion With Bq+1500sqm/House FOR Sale,Zarthet Wuye Abuja,950000000,10.0,10.0,,10 Aug 2025,11 Nov 2025
Pre Finished 3 Bedroom Flat,Pre Finished 3 Bedroom Flat/House FOR Sale,Main Jabi Abuja,85000000,3.0,3.0,,15 Oct 2025,11 Nov 2025
5 Bedroom Semi Duplex,5 Bedroom Semi Duplex/House FOR Sale,Close To Nnpc Guzape Abuja,3800000000,,,,06 Aug 2025,11 Nov 2025
6 Bedroom Detached Duplex With 2 Bq,6 Bedroom Detached Duplex With 2 Bq/House FOR Sale,"Close To Queen Estate, Gwarinpa Abuja",410000000,5.0,5.0,,03 Sep 2025,11 Nov 2025
7 Bedroom Detached Duplex,7 Bedroom Detached Duplex/House FOR Sale,Close To United Office Asokoro Abuja,2500000000,7.0,7.0,,17 Jul 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,National Assembly Quarters Zone C Apo Abuja,350000000,5.0,5.0,,11 Sep 2025,11 Nov 2025
Plaza,Plaza/Commercial Property FOR Sale,On Major Road Wuse 2 Abuja,9000000000,,,,30 Sep 2025,11 Nov 2025
Newly Built 4 Bedroom Terraced Duplex With Bq,Newly Built 4 Bedroom Terraced Duplex With Bq/House FOR Sale,"Close To Old Cbn, Garki 2 Abuja",240000000,4.0,4.0,,15 Oct 2025,11 Nov 2025
Newly Built 4 Bedroom Fully Detached Duplex,Newly Built 4 Bedroom Fully Detached Duplex/House FOR SALE,Igbo Efon Lekki Lagos,220000000,4.0,5.0,,18 Oct 2025,11 Nov 2025
7 Units Of 2 Bedroom Flat,7 Units Of 2 Bedroom Flat/House FOR Sale,Main Mabushi Abuja,500000000,,,,26 Sep 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR Sale,Lokogoma Abuja,280000000,4.0,4.0,,27 Jun 2025,11 Nov 2025
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,2 Units Of 4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Main Gwarinpa Abuja,550000000,,,,28 Sep 2025,11 Nov 2025
New 4bedroom Semi Detached Duplex With Bq,New 4bedroom Semi Detached Duplex With Bq/House FOR Sale,Close To Bannex Katampe Main Abuja,250000000,4.0,4.0,,15 Oct 2025,11 Nov 2025
160 Rooms,160 Rooms/Commercial Property FOR Sale,Airport By Presidential Wing Lugbe Abuja,15000000000,,,,22 Sep 2025,11 Nov 2025
8 Units Of 3 Bedrooms Flats,8 Units Of 3 Bedrooms Flats/House FOR Sale,Close To Zarthet Wuye Abuja,1100000000,,,,01 Sep 2025,11 Nov 2025
8 Bedroom Flat,8 Bedroom Flat/House FOR Sale,Close To Rita Lori Garki 2 Abuja,650000000,8.0,8.0,,14 Aug 2025,11 Nov 2025
9 Bedroom Mansion With 2 Bq,9 Bedroom Mansion With 2 Bq/House FOR Sale,"Efab Metropolis, Gwarinpa Abuja",750000000,9.0,9.0,,03 Sep 2025,11 Nov 2025
3 Units Of 4 Bedroom Terraced Duplex,3 Units Of 4 Bedroom Terraced Duplex/House FOR Sale,"Close To Vio Office, Wuye Abuja",900000000,,,,18 Jul 2025,11 Nov 2025
6 Bedroom Detached Duplex,6 Bedroom Detached Duplex/House FOR Sale,Main Life Camp Abuja,265000000,6.0,6.0,,08 Sep 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Behind Vio Mabushi Abuja,650000000,5.0,5.0,,16 Sep 2025,11 Nov 2025
Modern 3 Bedroom Apartment With Bq,Modern 3 Bedroom Apartment With Bq/Flat / Apartment FOR SALE,Adeniyi Jones Ikeja Lagos,265000000,3.0,,,16 Oct 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex,Newly Built 5 Bedroom Detached Duplex/House FOR Sale,Main Lokogoma Abuja,350000000,5.0,5.0,,05 Sep 2025,11 Nov 2025
9 Bedroom Mansion+2 Room Guesthouse,9 Bedroom Mansion+2 Room Guesthouse/House FOR Sale,Main Maitama Abuja,9000000000,9.0,9.0,,10 Sep 2025,11 Nov 2025
6 Bedroom Fully Detached Duplex With 2 Bq,6 Bedroom Fully Detached Duplex With 2 Bq/House FOR Sale,"Zone 7 By Nafdac, Wuse 1 Abuja",700000000,6.0,6.0,,09 Aug 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,Main Guzape Abuja,220000000,4.0,4.0,,15 Jun 2025,11 Nov 2025
2730sqm Land,2730sqm Land/Land FOR Sale,"Very Close To Nnpc, Guzape Abuja",1500000000,,,,17 Sep 2025,11 Nov 2025
Newly Built 4bedroom Semi Detached Duplex With Bq.,Newly Built 4bedroom Semi Detached Duplex With Bq./House FOR Sale,Main Katampe Main Abuja,210000000,4.0,4.0,,12 Jul 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,Katampe Main Abuja,220000000,4.0,4.0,,02 Aug 2025,11 Nov 2025
Distress 4800sqm Residential Land,Distress 4800sqm Residential Land/Land FOR Sale,Main Jahi Abuja,900000000,,,,15 Jul 2025,11 Nov 2025
5 Bedroom Terrace Duplex With Bq,5 Bedroom Terrace Duplex With Bq/House FOR Sale,Off Ademola Adetokumbo Wuse 2 Abuja,550000000,5.0,5.0,,13 Jun 2025,11 Nov 2025
Newly Built 2 Bedroom Flat,Newly Built 2 Bedroom Flat/Flat / Apartment FOR SALE,By Dunamis Durumi Abuja,75000000,2.0,2.0,,25 Jul 2025,11 Nov 2025
New 8 Bedroom Mansion With 2 Bq,New 8 Bedroom Mansion With 2 Bq/House FOR Sale,Off Ty Danjuma Asokoro Abuja,4800000000,8.0,8.0,,01 Jul 2025,11 Nov 2025
Land,Land/Land FOR Sale,Maitama 2 Maitama Abuja,130000000,,,,29 Jul 2025,11 Nov 2025
3 Bedroom Terraced Duplex With Bq,3 Bedroom Terraced Duplex With Bq/House FOR Sale,"Close To Minister's House, Life Camp Abuja",100000000,3.0,3.0,,15 Sep 2025,11 Nov 2025
Distress 6units Of 4 Bedroom Terrace Duplex With Bq,Distress 6units Of 4 Bedroom Terrace Duplex With Bq/House FOR Sale,Linder Chucker Crescent Close To Minister's House Asokoro Abuja,2200000000,,,,03 Oct 2025,11 Nov 2025
600sqm Land,600sqm Land/Land FOR Sale,Palm Crescent Badore Ajah Lagos,36000000,,,,28 Mar 2025,11 Nov 2025
400sqm Land,400sqm Land/House FOR Sale,"Olapade Agoro Estate, Oluyole Ibadan Oyo",35000000,,,,06 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Beside Alaro City And Opposite The Lekki International Airport Ibeju Lekki Lagos,25000000,,,,06 Feb 2025,11 Nov 2025
A Full Plot Of Land,A Full Plot Of Land/Land FOR Sale,Ishefun Ayobo Ipaja Lagos,24000000,,,,05 Feb 2025,11 Nov 2025
2/3 Bedroom Bungalow Carcass,2/3 Bedroom Bungalow Carcass/House FOR Sale,Ofada Mowe Obafemi Owode Ogun,13500000,,,,05 Feb 2025,11 Nov 2025
"1,144sqm Land","1,144sqm Land/Land FOR Sale",Ikeja Lagos,8000000,,,,18 Feb 2025,11 Nov 2025
4 Bedroom Duplex With A Studio Room,4 Bedroom Duplex With A Studio Room/House FOR Sale,Ikolaba/agodi Gra Ibadan Oyo,200000000,4.0,,,06 Feb 2025,11 Nov 2025
3 Bedroom Terraced Duplex,3 Bedroom Terraced Duplex/House FOR SALE,"Lekki Aviation Town, Granville, Majestic Bay, & The Parliament, Ibeju Lekki Lagos",1812639/month,3.0,3.0,,05 Aug 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,"Chois Garden Estate, Abijo Gra Ajah Lagos",100000000,4.0,,,06 Feb 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Opic Isheri North Ojodu Lagos,190000000,4.0,,,10 Feb 2025,11 Nov 2025
4 Bedroom Duplex,4 Bedroom Duplex/House FOR Sale,Gbagada Lagos,190000000,4.0,,,12 Sep 2025,11 Nov 2025
4 Bedroom Fully Detached Duplex With Bq,4 Bedroom Fully Detached Duplex With Bq/House FOR Sale,Ogba Lagos,250000000,4.0,,,10 Sep 2025,11 Nov 2025
500sqm Land,500sqm Land/Land FOR Sale,Guzape Abuja,220000000,,,,06 Feb 2025,11 Nov 2025
2 Bedroom Semi Detached Bungalow,2 Bedroom Semi Detached Bungalow/House FOR Sale,Lugbe Abuja,45000000,,,,21 Feb 2025,11 Nov 2025
Hotel,Hotel/House FOR Sale,Ijesha Surulere Lagos,300000000,,,,05 Feb 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/House FOR Sale,Lekki Phase 1 Lekki Lagos,140000000,,,,10 Feb 2025,11 Nov 2025
3/4 Bedroom Duplex,3/4 Bedroom Duplex/House FOR Sale,"Isheri, Magodo Phase 1 Ojodu Lagos",105000000,,,,06 Feb 2025,11 Nov 2025
Newly Built 4 Bedroom Fully Detached Duplex,Newly Built 4 Bedroom Fully Detached Duplex/House FOR SALE,Sangotedo Ajah Lagos,9500000,4.0,4.0,,11 Oct 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR Sale,Lokogoma Abuja,120000000,4.0,,,18 Feb 2025,11 Nov 2025
1/2/3 Bedroom Apartment,1/2/3 Bedroom Apartment/House FOR Sale,Abijo Ajah Lagos,60000000,,,,05 Feb 2025,11 Nov 2025
1 Bedroom Apartment,1 Bedroom Apartment/Flat Apartment FOR Sale,Sangotedo Ajah Lagos,45000000,1.0,,,21 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Ikola Abule Egba Lagos,15000000,,,,10 Feb 2025,11 Nov 2025
House,House/House FOR Sale,Ajasa Command Ipaja Lagos,38000000,,,,07 Feb 2025,11 Nov 2025
Shop,Shop/Commercial Property FOR Sale,Festac Amuwo Odofin Lagos,25000000,,,,20 Feb 2025,11 Nov 2025
House,House/House FOR Sale,Buraimo Street. Obanikoro Estate Obanikoro Maryland Lagos,120000000,,,,05 Feb 2025,11 Nov 2025
2 Plots Of Land,2 Plots Of Land/Land FOR Sale,Akure Ondo,90000000,,,,18 Feb 2025,11 Nov 2025
2 Units Of 2 Bedroom Flat,2 Units Of 2 Bedroom Flat/House FOR Sale,Maya Ikorodu Lagos,17000000,,,,05 Feb 2025,11 Nov 2025
4 Bedroom Terraced Duplex,4 Bedroom Terraced Duplex/House FOR Sale,Ikota Lekki Lagos,90000000,4.0,,,05 Feb 2025,11 Nov 2025
2 Plots Of Land,2 Plots Of Land/Land FOR Sale,Akure Ondo,14000000,,,,18 Feb 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR SALE,"Rock Hampton, Katampe Ext Abuja",192000000,4.0,4.0,,13 Oct 2025,11 Nov 2025
3 Bedroom Duplex,3 Bedroom Duplex/Land FOR Sale,"Oke Ira , Off Addo Road Ajah Lagos",60000000,,,,10 Feb 2025,11 Nov 2025
6 Units Of 3 Bedroom Flat,6 Units Of 3 Bedroom Flat/House FOR Sale,Governors Road Ikotun Igando Lagos,180000000,,,,05 Feb 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex With Bq,5 Bedroom Fully Detached Duplex With Bq/House FOR Sale,Y Nipco Filling Station Along Von/trademore Road Lugbe Airport Road Lugbe Abuja,205000000,5.0,,,21 Feb 2025,11 Nov 2025
5 Units Of 3 Bedroom Flat,5 Units Of 3 Bedroom Flat/Commercial Property FOR Sale,Akure Ondo,90000000,3.0,,,18 Feb 2025,11 Nov 2025
4 Bedroom Fully Detached Duplex,4 Bedroom Fully Detached Duplex/House FOR Sale,Kolapo Ishola Gra Ibadan Oyo,180000000,4.0,,,04 Feb 2025,11 Nov 2025
4 Bedroom Detached Duplex With Bq,4 Bedroom Detached Duplex With Bq/House FOR Sale,Opic Ojodu Lagos,170000000,4.0,,,10 Feb 2025,11 Nov 2025
4 Bedroom Massionnette,4 Bedroom Massionnette/House FOR Sale,Ikoyi Lagos,$ 1800000,4.0,,,10 Sep 2025,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Sale,Yaba Lagos,80000000,3.0,,,11 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Ibeju Lekki Lagos,21000000,,,,10 Feb 2025,11 Nov 2025
Newly Built 5 Bedroom Detached Duplex With Bq,Newly Built 5 Bedroom Detached Duplex With Bq/House FOR SALE,Lekki Phase 1 Lekki Lagos,1500000000,5.0,5.0,,05 Nov 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,Jabi Abuja,130000000,4.0,,,18 Feb 2025,11 Nov 2025
Uncompleted 4 Bedroom Duplex,Uncompleted 4 Bedroom Duplex/House FOR Sale,Maya Ikorodu Lagos,35000000,4.0,,,05 Feb 2025,11 Nov 2025
Half Plot Of Land,Half Plot Of Land/Land FOR Sale,Ifako Gbagada Ogba Lagos,30000000,,,,06 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Idera Ibeju Lekki Lagos,21000000,,,,10 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Lakowe Ibeju Lekki Lagos,19990000,,,,06 Feb 2025,11 Nov 2025
1 & 3 Bedroom Apartments,1 & 3 Bedroom Apartments/House FOR Sale,Chevron Lekki Lagos,85000000,,,,06 Feb 2025,11 Nov 2025
2/3 Bedroom Apartment,2/3 Bedroom Apartment/House FOR Sale,Mowe Ofada Obafemi Owode Ogun,35500000,,,,05 Feb 2025,11 Nov 2025
950sqm Land,950sqm Land/Land FOR Sale,Eden Estate Abraham Adesanya Estate Ajah Lagos,170000000,,,,06 Feb 2025,11 Nov 2025
5 Units Of 2 Bedroom Flat,5 Units Of 2 Bedroom Flat/House FOR Sale,Akure Ondo,55000000,5.0,,,18 Feb 2025,11 Nov 2025
House,House/Co Working Space FOR Sale,Akure Ondo,80000000,4.0,,,18 Feb 2025,11 Nov 2025
6 Units Of Mini Flat,6 Units Of Mini Flat/House FOR Sale,Maya Ikorodu Lagos,32000000,,,,05 Feb 2025,11 Nov 2025
Newly Built 2 Bedroom Apartment,Newly Built 2 Bedroom Apartment/Flat / Apartment FOR SALE,Chevron Tollgate Lekki Phase 2 Lekki Lagos,75000000,2.0,2.0,,31 Oct 2025,11 Nov 2025
780sqm Land,780sqm Land/Land FOR Sale,Kurudu Abuja,7000000,,,,07 Feb 2025,11 Nov 2025
600sqm Land,600sqm Land/Land FOR Sale,Beside Oyinlola Block Industry Akala Express Ibadan Oyo,60000000,,,,06 Feb 2025,11 Nov 2025
2 Bedroom Apartment With Bq,2 Bedroom Apartment With Bq/House FOR Sale,Lekki Phase 1 Lekki Lagos,150000000,2.0,,,21 Feb 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/Flat Apartment FOR Sale,"Felicity Haven, Jakande Ajiran Community Lekki Lagos",250000000,4.0,,,12 Feb 2025,11 Nov 2025
4 Bedroom Bungalow,4 Bedroom Bungalow/House FOR Sale,Mowe Ofada Obafemi Owode Ogun,45000000,,,,05 Feb 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex With 2 Bedroom Flat,4 Bedroom Semi Detached Duplex With 2 Bedroom Flat/House FOR Sale,Isheri North Gra Opic Ojodu Lagos,110000000,4.0,,,10 Feb 2025,11 Nov 2025
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,2 Units Of 4 Bedroom Semi Detached Duplex With Bq/House FOR Sale,Lokogoma Abuja,190000000,4.0,,,18 Feb 2025,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/House FOR Sale,Surulere Lagos,60000000,1.0,,,28 Apr 2025,11 Nov 2025
5 Units Of 4 Bedroom Terraced Duplex,5 Units Of 4 Bedroom Terraced Duplex/House FOR Sale,Alalubosa Ibadan Oyo,100000000,4.0,,,04 Feb 2025,11 Nov 2025
3 Bedroom Waterfront Ikoyi Apartment,3 Bedroom Waterfront Ikoyi Apartment/Flat / Apartment FOR SALE,"Royal Palm Drive, Osborne Forshore 2, Osborne Foreshore Estate Ikoyi Lagos",735000000,3.0,4.0,,18 Jun 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Lekki County Homes Ikota Lekki Lagos,600000000,5.0,,,07 Feb 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Osapa London Lekki Lagos,250000000,5.0,,,07 Feb 2025,11 Nov 2025
2 Bedroom Flat,2 Bedroom Flat/Flat Apartment FOR Sale,Oniru Victoria Island Lagos,470000000,2.0,,,07 Feb 2025,11 Nov 2025
2/3 Bedroom Apartment,2/3 Bedroom Apartment/Flat Apartment FOR Sale,Lugbe Abuja,30000000,3.0,,,18 Feb 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Ikate Lekki Lagos,130000000,2.0,,,28 Apr 2025,11 Nov 2025
500sqm Land,500sqm Land/Land FOR Sale,Ibeju Lekki Lagos,39000000,,,,21 Feb 2025,11 Nov 2025
5 Bedroom Detached Duplex With Bq,5 Bedroom Detached Duplex With Bq/House FOR Sale,"Oladunni Ayandipo Street, New Bodija Ibadan Oyo",180000000,5.0,,,06 Feb 2025,11 Nov 2025
4 Bedroom Fully Detached Duplex With Bq,4 Bedroom Fully Detached Duplex With Bq/House FOR Sale,Along Von Road Lugbe Abuja,160000000,5.0,,,21 Feb 2025,11 Nov 2025
4 Bedroom Terraced Duplex With Bq,4 Bedroom Terraced Duplex With Bq/House FOR Sale,Ikota Lekki Lagos,90000000,,,,05 Feb 2025,11 Nov 2025
6 Units Of Mini Flats Plus 4 Shops,6 Units Of Mini Flats Plus 4 Shops/House FOR Sale,Maya Ikorodu Lagos,32000000,,,,05 Feb 2025,11 Nov 2025
House,House/House FOR Sale,Montego Bay 3 Extension Ikate Lekki Lagos,250000000,,,,06 Feb 2025,11 Nov 2025
Newly Built 5 Bedroom Detached House With Pool,Newly Built 5 Bedroom Detached House With Pool/House FOR SALE,Ikota Lekki Lagos,150000000,5.0,5.0,,28 Oct 2025,11 Nov 2025
3 Bedroom Duplex,3 Bedroom Duplex/House FOR Sale,"Richland Garden, Bogije Off Lekki Epe Expressway Ibeju Lekki Lagos",75000000,,,,10 Feb 2025,11 Nov 2025
5 Bedroom Fully Detached Duplex,5 Bedroom Fully Detached Duplex/House FOR Sale,Ajah Lagos,260000000,5.0,,,06 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Lugbe Abuja,11900000,,,,06 Feb 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Pinnock Beach Estate Lekki Lagos,1500000000,5.0,,,07 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Owode Atan Ado Odo Ota Ogun,2500000,,,,10 Feb 2025,11 Nov 2025
2 Bedroom Home,2 Bedroom Home/House FOR Sale,Igbaja Surulere Lagos,100000000,2.0,,,11 Feb 2025,11 Nov 2025
22 Bedroom Hotel,22 Bedroom Hotel/Commercial Property FOR Sale,Ikorodu Lagos,55000000,,,,06 Feb 2025,11 Nov 2025
Land,Land/Land FOR Sale,Idu Abuja,8000000,,,,06 Feb 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Ikoyi Lagos,2500000000,5.0,5.0,,12 May 2025,11 Nov 2025
5 Bedroom House With Bq,5 Bedroom House With Bq/House FOR SALE,Mab Global Estate Gwarinpa Abuja,370000000,5.0,5.0,,07 Jun 2025,04 Sep 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,1200000000,5.0,5.0,,21 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Chevron Lekki Lagos,200000000,4.0,4.0,,01 May 2025,11 Nov 2025
3 Bedroom Apartment,3 Bedroom Apartment/Flat Apartment FOR Sale,Victoria Island Lagos,550000000,3.0,3.0,,21 May 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Ologolo Lekki Lagos,180000000,4.0,4.0,,01 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikota Lekki Lagos,125000000,4.0,4.0,,01 May 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Osapa London Lekki Lagos,300000000,5.0,5.0,,01 May 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Orchid Lekki Lagos,300000000,5.0,5.0,,17 Apr 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,300000000,5.0,5.0,,04 May 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Osapa London Lekki Lagos,800000000,5.0,5.0,,01 May 2025,11 Nov 2025
4 Bedroom Terrace Duplex,4 Bedroom Terrace Duplex/House FOR Sale,Ikate Lekki Lagos,300000000,4.0,4.0,,01 May 2025,11 Nov 2025
Ultra Luxury 5 Bedroom Duplex,Ultra Luxury 5 Bedroom Duplex/House FOR Sale,Lekki Phase 1 Lekki Lagos,1500000000,5.0,5.0,,26 Jun 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat / Apartment FOR SALE,Lekki Phase 1 Lekki Lagos,250000000,2.0,,,10 Jun 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Megamound Ikota Lekki Lagos,365000000,5.0,5.0,,15 May 2025,11 Nov 2025
4 Bedroom Detached Duplex,4 Bedroom Detached Duplex/House FOR Sale,Orchid Lekki Lagos,260000000,4.0,4.0,,01 May 2025,11 Nov 2025
5 Bedroom Duplex,5 Bedroom Duplex/House FOR Sale,Ikota Lekki Lagos,330000000,5.0,5.0,,03 May 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Idado Lekki Lagos,280000000,5.0,5.0,,01 May 2025,11 Nov 2025
2 Bedroom Apartment,2 Bedroom Apartment/Flat Apartment FOR Sale,Lekki Phase 1 Lekki Lagos,250000000,2.0,2.0,,04 May 2025,11 Nov 2025
4 Bedroom Semi Detached Duplex,4 Bedroom Semi Detached Duplex/House FOR Sale,Ikate Lekki Lagos,250000000,4.0,4.0,,01 May 2025,11 Nov 2025
5 Bedroom Detached Duplex,5 Bedroom Detached Duplex/House FOR Sale,Ajah Lagos,235000000,5.0,5.0,,01 May 2025,11 Nov 2025
5 Bedroom Semi Detached Home,5 Bedroom Semi Detached Home/House FOR Sale,Cowrie Creek Estate Ikate Lekki Lagos,880000000,5.0,5.0,,21 May 2025,11 Nov 2025
